eventnum,trial,uniqueid,time,event
1,3,A10CQS8GH2W418:3ATTHHXXWB6XLREDH9LMR6LBWY1IXM,36496,fullscreenenter
2,4,A10CQS8GH2W418:3ATTHHXXWB6XLREDH9LMR6LBWY1IXM,41069,fullscreenexit
3,124,A10CQS8GH2W418:3ATTHHXXWB6XLREDH9LMR6LBWY1IXM,774753,blur
4,124,A10CQS8GH2W418:3ATTHHXXWB6XLREDH9LMR6LBWY1IXM,791923,focus
5,149,A10CQS8GH2W418:3ATTHHXXWB6XLREDH9LMR6LBWY1IXM,915527,blur
6,149,A10CQS8GH2W418:3ATTHHXXWB6XLREDH9LMR6LBWY1IXM,945068,focus
1,3,A10T81KGJV05UD:3WMOAN2SRCFXV3K9EAXW8TK73DZNVZ,35009,fullscreenenter
1,1,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,7632,blur
2,2,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,13898,focus
3,3,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,21484,fullscreenenter
4,46,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,317924,fullscreenexit
5,48,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,335050,blur
6,48,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,344463,focus
7,48,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,352587,blur
8,48,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,365641,focus
9,116,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,949504,blur
10,116,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,954241,focus
11,171,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,1345847,blur
12,171,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,1351249,focus
13,202,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,1529718,blur
14,202,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,1537306,focus
15,237,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,1756178,blur
16,237,A114INA2S32A8L:32EYX73OY1RIXMN12R48LRNYQB1UR7,1764625,focus
1,1,A11MCPY8W4U6FL:3TPWUS5F8AJRJONNFUTEEK99BIUWC7,9375,blur
2,3,A11MCPY8W4U6FL:3TPWUS5F8AJRJONNFUTEEK99BIUWC7,36748,focus
3,3,A11MCPY8W4U6FL:3TPWUS5F8AJRJONNFUTEEK99BIUWC7,36903,fullscreenenter
4,4,A11MCPY8W4U6FL:3TPWUS5F8AJRJONNFUTEEK99BIUWC7,46108,blur
5,4,A11MCPY8W4U6FL:3TPWUS5F8AJRJONNFUTEEK99BIUWC7,50192,focus
1,1,A124E03UMDZAA9:3WMINLGALCLUCBKKEPXMWVCIGCUAC0,8245,blur
2,3,A124E03UMDZAA9:3WMINLGALCLUCBKKEPXMWVCIGCUAC0,45686,focus
3,3,A124E03UMDZAA9:3WMINLGALCLUCBKKEPXMWVCIGCUAC0,46603,blur
4,3,A124E03UMDZAA9:3WMINLGALCLUCBKKEPXMWVCIGCUAC0,47610,focus
5,3,A124E03UMDZAA9:3WMINLGALCLUCBKKEPXMWVCIGCUAC0,47920,fullscreenenter
6,3,A124E03UMDZAA9:3WMINLGALCLUCBKKEPXMWVCIGCUAC0,48499,blur
7,4,A124E03UMDZAA9:3WMINLGALCLUCBKKEPXMWVCIGCUAC0,59996,focus
1,3,A12A5GVJX5RZC4:3X87C8JFV7T268GX07K810V54DZSQA,24528,fullscreenenter
1,3,A12ASB8854TT4:3KOPY89HM9KH04R5F2ZYWRB71F8J3B,18313,fullscreenexit
2,202,A12ASB8854TT4:3KOPY89HM9KH04R5F2ZYWRB71F8J3B,1060861,fullscreenexit
3,202,A12ASB8854TT4:3KOPY89HM9KH04R5F2ZYWRB71F8J3B,1063400,blur
4,202,A12ASB8854TT4:3KOPY89HM9KH04R5F2ZYWRB71F8J3B,1077697,focus
1,3,A14294HZGND1AZ:3P1L2B7AD27CHJ8R1LV309MA0UYOL0,75651,blur
2,3,A14294HZGND1AZ:3P1L2B7AD27CHJ8R1LV309MA0UYOL0,98809,focus
3,3,A14294HZGND1AZ:3P1L2B7AD27CHJ8R1LV309MA0UYOL0,103977,fullscreenenter
4,153,A14294HZGND1AZ:3P1L2B7AD27CHJ8R1LV309MA0UYOL0,747171,blur
5,153,A14294HZGND1AZ:3P1L2B7AD27CHJ8R1LV309MA0UYOL0,761009,focus
1,3,A15KQ2ZZ701NMK:3OVR4I9USQ1J4NEMA6OQ3XFZV3I4QI,32835,fullscreenenter
1,0,A16KCYWNI9AA80:3X87C8JFV7T268GX07K810V56Z2SQN,0,blur
2,0,A16KCYWNI9AA80:3X87C8JFV7T268GX07K810V56Z2SQN,0,focus
3,0,A16KCYWNI9AA80:3X87C8JFV7T268GX07K810V56Z2SQN,4062,blur
4,0,A16KCYWNI9AA80:3X87C8JFV7T268GX07K810V56Z2SQN,4408,focus
5,3,A16KCYWNI9AA80:3X87C8JFV7T268GX07K810V56Z2SQN,25018,fullscreenenter
1,0,A16VVUOYE2BK22:3H7XDTSHKD94003SHGPX4BUO91DWGQ,0,focus
2,3,A16VVUOYE2BK22:3H7XDTSHKD94003SHGPX4BUO91DWGQ,35090,fullscreenenter
3,4,A16VVUOYE2BK22:3H7XDTSHKD94003SHGPX4BUO91DWGQ,44587,fullscreenexit
4,4,A16VVUOYE2BK22:3H7XDTSHKD94003SHGPX4BUO91DWGQ,45161,blur
5,4,A16VVUOYE2BK22:3H7XDTSHKD94003SHGPX4BUO91DWGQ,54262,focus
6,4,A16VVUOYE2BK22:3H7XDTSHKD94003SHGPX4BUO91DWGQ,59139,blur
7,4,A16VVUOYE2BK22:3H7XDTSHKD94003SHGPX4BUO91DWGQ,60015,focus
1,3,A17PAE30BGBO1T:379J5II41PYQ5SV277S7VXSWYNWLEP,20643,fullscreenenter
1,3,A1848YLP5S6RN6:3P59JYT76M2MTPRRNWZXFNTOTW02TB,19606,fullscreenenter
2,101,A1848YLP5S6RN6:3P59JYT76M2MTPRRNWZXFNTOTW02TB,468479,fullscreenexit
3,101,A1848YLP5S6RN6:3P59JYT76M2MTPRRNWZXFNTOTW02TB,470204,blur
4,101,A1848YLP5S6RN6:3P59JYT76M2MTPRRNWZXFNTOTW02TB,487109,focus
5,101,A1848YLP5S6RN6:3P59JYT76M2MTPRRNWZXFNTOTW02TB,492153,blur
6,101,A1848YLP5S6RN6:3P59JYT76M2MTPRRNWZXFNTOTW02TB,493878,focus
7,101,A1848YLP5S6RN6:3P59JYT76M2MTPRRNWZXFNTOTW02TB,493879,blur
8,101,A1848YLP5S6RN6:3P59JYT76M2MTPRRNWZXFNTOTW02TB,493881,focus
1,3,A18QU0YQB6Q8DF:3PZDLQMM0U3578PG1A47QDTK5RNC2N,28100,fullscreenenter
2,127,A18QU0YQB6Q8DF:3PZDLQMM0U3578PG1A47QDTK5RNC2N,1413629,blur
3,127,A18QU0YQB6Q8DF:3PZDLQMM0U3578PG1A47QDTK5RNC2N,1413780,focus
4,127,A18QU0YQB6Q8DF:3PZDLQMM0U3578PG1A47QDTK5RNC2N,1415172,blur
5,127,A18QU0YQB6Q8DF:3PZDLQMM0U3578PG1A47QDTK5RNC2N,1472541,focus
6,178,A18QU0YQB6Q8DF:3PZDLQMM0U3578PG1A47QDTK5RNC2N,1876788,blur
7,178,A18QU0YQB6Q8DF:3PZDLQMM0U3578PG1A47QDTK5RNC2N,1897732,focus
8,229,A18QU0YQB6Q8DF:3PZDLQMM0U3578PG1A47QDTK5RNC2N,2502901,blur
9,229,A18QU0YQB6Q8DF:3PZDLQMM0U3578PG1A47QDTK5RNC2N,2505409,focus
1,3,A18XFOKU5G1OL1:3KJYX6QCMAT1CDTOZC54FM3QT25JVJ,23589,fullscreenenter
2,269,A18XFOKU5G1OL1:3KJYX6QCMAT1CDTOZC54FM3QT25JVJ,263160,blur
3,269,A18XFOKU5G1OL1:3KJYX6QCMAT1CDTOZC54FM3QT25JVJ,328974,focus
1,3,A199ECPSCLODO6:384PI804XTJEIFBYJ9QTMU4NVP60SP,22302,blur
2,3,A199ECPSCLODO6:384PI804XTJEIFBYJ9QTMU4NVP60SP,48299,focus
3,3,A199ECPSCLODO6:384PI804XTJEIFBYJ9QTMU4NVP60SP,49633,fullscreenenter
1,3,A19G8ONKY3FQNM:3TE3O85731Q9DAEZJ7U2F8S673D2RU,34217,fullscreenenter
1,0,A1A1FB3IFEHJ5W:326O153BMJG77G7AUQUJCKKRPNXDEM,0,blur
2,0,A1A1FB3IFEHJ5W:326O153BMJG77G7AUQUJCKKRPNXDEM,0,focus
3,3,A1A1FB3IFEHJ5W:326O153BMJG77G7AUQUJCKKRPNXDEM,25206,fullscreenenter
4,238,A1A1FB3IFEHJ5W:326O153BMJG77G7AUQUJCKKRPNXDEM,1116452,blur
5,239,A1A1FB3IFEHJ5W:326O153BMJG77G7AUQUJCKKRPNXDEM,1124725,focus
6,239,A1A1FB3IFEHJ5W:326O153BMJG77G7AUQUJCKKRPNXDEM,1129185,fullscreenexit
7,257,A1A1FB3IFEHJ5W:326O153BMJG77G7AUQUJCKKRPNXDEM,1594089,blur
8,257,A1A1FB3IFEHJ5W:326O153BMJG77G7AUQUJCKKRPNXDEM,1598121,focus
1,3,A1AA0WXXEHPM3V:3WEV0KO0ONA8HZCSVLEO11O6O5ASDM,27321,fullscreenenter
1,3,A1B5KIQ8JLR2F7:3IHR8NYAM8JY4BD7AT913SPPNBMP47,20092,fullscreenenter
1,3,A1B9H14AV44C0G:3BEFOD78W7BSJ8GUIDH9MOVUL33M4X,30785,fullscreenenter
1,3,A1BSL1VC7PQR04:3ZY8KE4ISKLIY0X1U2PDCNFC8OMVQU,34838,fullscreenenter
2,58,A1BSL1VC7PQR04:3ZY8KE4ISKLIY0X1U2PDCNFC8OMVQU,273513,fullscreenexit
3,60,A1BSL1VC7PQR04:3ZY8KE4ISKLIY0X1U2PDCNFC8OMVQU,285536,blur
4,60,A1BSL1VC7PQR04:3ZY8KE4ISKLIY0X1U2PDCNFC8OMVQU,285593,focus
1,3,A1C7UV2UT2S9T7:3FQ5JJ512M6JFSQXF6JP6K9QN5BNKC,25220,fullscreenenter
1,3,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,23105,fullscreenenter
2,10,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,67344,blur
3,10,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,73315,focus
4,114,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,461147,blur
5,114,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,531467,focus
6,114,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,532416,blur
7,114,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,533964,focus
8,154,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,670464,blur
9,154,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,672974,focus
10,165,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,713474,blur
11,165,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,739043,focus
12,165,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,743941,blur
13,165,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,754803,focus
14,216,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,932537,blur
15,216,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,961803,focus
1,3,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,19062,fullscreenenter
2,296,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,947728,blur
3,296,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,947728,focus
1,3,A1HCAHVUX8W26M:3T3IWE1XG753L8TCP7PYB5RRBCJTQ7,21265,fullscreenenter
1,3,A1JDVHXCOUWSTK:36U2A8VAG2HDRRUBM8S0N07XO7TKYA,33865,fullscreenenter
1,0,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,0,focus
2,3,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,22021,blur
3,3,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,38549,focus
4,3,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,40457,blur
5,3,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,41171,focus
6,3,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,45375,fullscreenenter
7,4,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,47740,blur
8,4,A1KTPYX40PRLVW:3X0H8UUIT267Q5CJCGJETPDRSEUSWS,48036,focus
1,3,A1L5EE6Z5G4938:36H9ULYP63CCGG7YZX00X0046Z7JF4,20762,fullscreenenter
1,0,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,1599,blur
2,3,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,47552,focus
3,3,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,49142,fullscreenenter
4,4,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,50237,fullscreenexit
5,11,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,64397,blur
6,11,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,67728,focus
7,47,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,169838,blur
8,47,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,171625,focus
9,99,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,277906,blur
10,99,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,295915,focus
11,117,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,335422,blur
12,117,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,338062,focus
13,128,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,361756,blur
14,128,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,363992,focus
15,131,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,370776,blur
16,131,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,371697,focus
17,150,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,421541,blur
18,150,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,588116,focus
19,253,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,826650,blur
20,253,A1LB9JOMFQ1UMG:3IUZPWIU1PP92MZB77AC23MHGR2KW7,1331095,focus
1,0,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,2162,blur
2,1,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,8162,focus
3,3,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,28971,fullscreenenter
4,19,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,134692,blur
5,19,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,153137,focus
6,51,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,321668,blur
7,51,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,331301,focus
8,103,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,660856,blur
9,103,A1NMCSVPHOTPYG:3P1L2B7AD27CHJ8R1LV309MA209LOM,918215,focus
1,3,A1P0XSCJ9XAV74:37U1UTWH9W4KZPGOZO33PZ59SLY8RV,19635,fullscreenenter
1,3,A1PKCBFB4QY19G:3UXUOQ9OKFFO0UPON8PBG9K4INNA72,18162,fullscreenexit
1,3,A1PP6DN7HB6Q9P:3MAOD8E57RSPZSP4EPYEWEHSGQUXN0,25240,fullscreenenter
1,3,A1PPGTZ7U838XJ:30ZX6P7VF9DSFMVMB2LTDH6FUA72JZ,32876,fullscreenenter
1,3,A1REBBLJU3AZV0:3TE3O85731Q9DAEZJ7U2F8S65T2R2M,20214,fullscreenenter
1,3,A1RVMADIZE3BXK:33CKWXB73K2EVKXM29F94Y0O8KR115,33983,fullscreenenter
1,3,A1UJ5P13WJV91O:31T4R4OBOTYCT9MM7ML2M4ASGX87CD,18142,fullscreenenter
1,3,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,19284,fullscreenenter
2,11,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,72666,fullscreenexit
3,11,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,74204,blur
4,11,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,151937,focus
5,20,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,278169,blur
6,20,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,283379,focus
7,45,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,574890,blur
8,45,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,578834,focus
9,47,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,589353,blur
10,47,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,614775,focus
11,99,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,797000,blur
12,99,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,839934,focus
13,99,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,843089,blur
14,99,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,863257,focus
15,150,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,1031700,blur
16,150,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,1162135,focus
17,201,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,1289014,blur
18,201,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,1716269,focus
19,201,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,1716974,blur
20,201,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,1801370,focus
21,266,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,1989350,blur
22,266,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,2007885,focus
23,270,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,2023012,blur
24,270,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,2024379,focus
25,270,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,2025364,blur
26,270,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,2040942,focus
27,270,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,2041633,blur
28,270,A1V9G7V6ZYACIR:33JKGHPFYDCE5GQ00IW5LX1UBV1MNG,2068242,focus
1,3,A1VI3SOIHT6Y0D:3AUQQEL7U6BUA7S2D4VYXHOUVVYV0S,24356,fullscreenenter
1,3,A1WISFBL3J5Z12:3ATTHHXXWB6XLREDH9LMR6LBX0NXIS,29995,fullscreenenter
1,3,A1ZE0MLGKWQLM8:3TAYZSBPLMQLEPECYWU75IX2TEM2SQ,36704,fullscreenenter
1,3,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,22810,fullscreenenter
2,153,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,418722,fullscreenexit
3,153,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,420037,blur
4,153,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,436646,focus
5,204,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,570413,blur
6,204,A1ZHKX7IKC9I9I:3FTF2T8WLS0PLQGK3AJNCU813EH9WP,580439,focus
1,3,A20SL254675EOK:30LB5CDZNDSBJRXCE1K1IN1QG6IZ07,20240,fullscreenenter
1,3,A20YGFCRNDTD6:3LS2AMNW5G8N8GO4TQ3ZHVL4CVUOQQ,29853,fullscreenenter
1,3,A232ZH9BEBC7RG:3V0Z7YWSIZI16HVGSRZCG5H9SST2VS,31671,fullscreenenter
1,0,A23PSX2ZO4F65Q:3E13VNJ1NODPVQTKAG0FWXHASJX1IP,1452,blur
2,3,A23PSX2ZO4F65Q:3E13VNJ1NODPVQTKAG0FWXHASJX1IP,21588,focus
3,3,A23PSX2ZO4F65Q:3E13VNJ1NODPVQTKAG0FWXHASJX1IP,21774,fullscreenenter
1,3,A247LQ2UQW4LH0:3OF2M9AATH6DWH4GIUUJ17GZX47ZKZ,32666,fullscreenenter
2,6,A247LQ2UQW4LH0:3OF2M9AATH6DWH4GIUUJ17GZX47ZKZ,54827,fullscreenexit
1,3,A25KM3PUOUZFN1:3OVHNO1VE7J5IBY6QD8WXUL9BJ9DZ9,26553,fullscreenenter
1,3,A27CB6JIC5MZFR:3KGTPGBS6Y31T26GN1P7KJFQEASU2H,26148,fullscreenenter
1,3,A286H1M66CL5ZI:37UQDCYH6YD8SISMY3G7CWYH3ODV7V,22707,fullscreenenter
1,3,A28Z4EOSSQAZM2:34V1S5K3GTJRRB1ECS6JE09OHVG69H,28427,fullscreenenter
1,3,A29V2XPA9H2NAN:3DIP6YHAPDAVQLBJDIJ3QS6QCCSE83,18788,fullscreenenter
1,3,A2AAFWAAS9C1QC:3GU1KF0O4JJIPAYGP8JOB6VV0RKPB9,20814,fullscreenenter
1,3,A2CF2BD4Q0ZDJN:3L4PIM1GQUYZEV76CS1XOCTBK6KYRT,106525,blur
